"Type","Source","Destination","Alt Text","Length","Path Type","Link Path","Link Position","Link Origin","Real Dimensions","Dimensions in Attributes","Display Dimensions"
"Image","https://donate.lifeusa.org/donorportal/project-designations?Program=11WVy000001QlE7MAK","https://static.wixstatic.com/media/11062b_f4e3e7f537ff4762a1914aa14e3e36b9~mv2.png","Facebook","8","Absolute","//body/webruntime-app/lwr-router-container/webruntime-inner-app/dxp_data_provider-user-data-provider/dxp_data_provider-data-proxy/dxp_data_provider-decision-data-provider/dxp_data_provider-data-proxy/community_byo-scoped-header-and-footer/header/div/c-custom-navigation/header/div/div/nav/a[1]/img","Navigation","HTML","","",""
"Image","https://donate.lifeusa.org/donorportal/project-designations?Program=11WVy000001QlE9MAK","https://static.wixstatic.com/media/11062b_f4e3e7f537ff4762a1914aa14e3e36b9~mv2.png","Facebook","8","Absolute","//body/webruntime-app/lwr-router-container/webruntime-inner-app/dxp_data_provider-user-data-provider/dxp_data_provider-data-proxy/dxp_data_provider-decision-data-provider/dxp_data_provider-data-proxy/community_byo-scoped-header-and-footer/header/div/c-custom-navigation/header/div/div/nav/a[1]/img","Navigation","HTML","","",""
"Image","https://donate.lifeusa.org/donorportal/SelfRegister","https://static.wixstatic.com/media/11062b_f4e3e7f537ff4762a1914aa14e3e36b9~mv2.png","Facebook","8","Absolute","//body/webruntime-app/lwr-router-container/webruntime-inner-app/dxp_data_provider-user-data-provider/dxp_data_provider-data-proxy/dxp_data_provider-decision-data-provider/dxp_data_provider-data-proxy/community_byo-scoped-header-and-footer/header/div/c-custom-navigation/header/div/div/nav/a[1]/img","Navigation","HTML","","",""
"Image","https://donate.lifeusa.org/donorportal/project-designations?Program=11WVy000001QlE8MAK","https://static.wixstatic.com/media/11062b_f4e3e7f537ff4762a1914aa14e3e36b9~mv2.png","Facebook","8","Absolute","//body/webruntime-app/lwr-router-container/webruntime-inner-app/dxp_data_provider-user-data-provider/dxp_data_provider-data-proxy/dxp_data_provider-decision-data-provider/dxp_data_provider-data-proxy/community_byo-scoped-header-and-footer/header/div/c-custom-navigation/header/div/div/nav/a[1]/img","Navigation","HTML","","",""
"Image","https://donate.lifeusa.org/donorportal/emergency-relief?EmergencyReliefProgram=11WVy000001QlE2MAK","https://static.wixstatic.com/media/11062b_f4e3e7f537ff4762a1914aa14e3e36b9~mv2.png","Facebook","8","Absolute","//body/webruntime-app/lwr-router-container/webruntime-inner-app/dxp_data_provider-user-data-provider/dxp_data_provider-data-proxy/dxp_data_provider-decision-data-provider/dxp_data_provider-data-proxy/community_byo-scoped-header-and-footer/header/div/c-custom-navigation/header/div/div/nav/a[1]/img","Navigation","HTML","","",""
"Image","https://donate.lifeusa.org/donorportal/project-designations?Program=11WVy000001QlE4MAK","https://static.wixstatic.com/media/11062b_f4e3e7f537ff4762a1914aa14e3e36b9~mv2.png","Facebook","8","Absolute","//body/webruntime-app/lwr-router-container/webruntime-inner-app/dxp_data_provider-user-data-provider/dxp_data_provider-data-proxy/dxp_data_provider-decision-data-provider/dxp_data_provider-data-proxy/community_byo-scoped-header-and-footer/header/div/c-custom-navigation/header/div/div/nav/a[1]/img","Navigation","HTML","","",""
"Image","https://donate.lifeusa.org/donorportal/project-designations?Program=11WVy000001QlE5MAK","https://static.wixstatic.com/media/11062b_f4e3e7f537ff4762a1914aa14e3e36b9~mv2.png","Facebook","8","Absolute","//body/webruntime-app/lwr-router-container/webruntime-inner-app/dxp_data_provider-user-data-provider/dxp_data_provider-data-proxy/dxp_data_provider-decision-data-provider/dxp_data_provider-data-proxy/community_byo-scoped-header-and-footer/header/div/c-custom-navigation/header/div/div/nav/a[1]/img","Navigation","HTML","","",""
"Image","https://donate.lifeusa.org/donorportal/campaign?UTM_SourceCode=LebanonEmergencyRelief26&CampaignID=701Vy00001Nj9MLIAZ","https://static.wixstatic.com/media/11062b_f4e3e7f537ff4762a1914aa14e3e36b9~mv2.png","Facebook","8","Absolute","//body/webruntime-app/lwr-router-container/webruntime-inner-app/dxp_data_provider-user-data-provider/dxp_data_provider-data-proxy/dxp_data_provider-decision-data-provider/dxp_data_provider-data-proxy/community_byo-scoped-header-and-footer/header/div/c-custom-navigation/header/div/div/nav/a[1]/img","Navigation","HTML","","",""
"Image","https://donate.lifeusa.org/donorportal/cart","https://static.wixstatic.com/media/11062b_f4e3e7f537ff4762a1914aa14e3e36b9~mv2.png","Facebook","8","Absolute","//body/webruntime-app/lwr-router-container/webruntime-inner-app/dxp_data_provider-user-data-provider/dxp_data_provider-data-proxy/dxp_data_provider-decision-data-provider/dxp_data_provider-data-proxy/community_byo-scoped-header-and-footer/header/div/c-custom-navigation/header/div/div/nav/a[1]/img","Navigation","HTML","","",""
"Image","https://donate.lifeusa.org/donorportal/seasonal-designations","https://static.wixstatic.com/media/11062b_f4e3e7f537ff4762a1914aa14e3e36b9~mv2.png","Facebook","8","Absolute","//body/webruntime-app/lwr-router-container/webruntime-inner-app/dxp_data_provider-user-data-provider/dxp_data_provider-data-proxy/dxp_data_provider-decision-data-provider/dxp_data_provider-data-proxy/community_byo-scoped-header-and-footer/header/div/c-custom-navigation/header/div/div/nav/a[1]/img","Navigation","HTML","","",""
"Image","https://donate.lifeusa.org/donorportal/campaign?UTM_SourceCode=UkraineEmergencyRelief&CampaignID=701Vy00001QJyCHIA1","https://static.wixstatic.com/media/11062b_f4e3e7f537ff4762a1914aa14e3e36b9~mv2.png","Facebook","8","Absolute","//body/webruntime-app/lwr-router-container/webruntime-inner-app/dxp_data_provider-user-data-provider/dxp_data_provider-data-proxy/dxp_data_provider-decision-data-provider/dxp_data_provider-data-proxy/community_byo-scoped-header-and-footer/header/div/c-custom-navigation/header/div/div/nav/a[1]/img","Navigation","HTML","","",""
"Image","https://donate.lifeusa.org/donorportal/login","https://static.wixstatic.com/media/11062b_603340b7bcb14e7785c7b65b233cd9f9~mv2.png","Instagram","9","Absolute","//body/webruntime-app/lwr-router-container/webruntime-inner-app/dxp_data_provider-user-data-provider/dxp_data_provider-data-proxy/dxp_data_provider-decision-data-provider/dxp_data_provider-data-proxy/community_byo-scoped-header-and-footer/header/div/c-custom-navigation/header/div/div/nav/a[5]/img","Navigation","HTML","","",""
"Image","https://donate.lifeusa.org/donorportal/gaza-relief","https://static.wixstatic.com/media/11062b_603340b7bcb14e7785c7b65b233cd9f9~mv2.png","Instagram","9","Absolute","//body/webruntime-app/lwr-router-container/webruntime-inner-app/dxp_data_provider-user-data-provider/dxp_data_provider-data-proxy/dxp_data_provider-decision-data-provider/dxp_data_provider-data-proxy/community_byo-scoped-header-and-footer/header/div/c-custom-navigation/header/div/div/nav/a[5]/img","Navigation","HTML","","",""
"Image","https://donate.lifeusa.org/donorportal/udhiyah","https://static.wixstatic.com/media/11062b_603340b7bcb14e7785c7b65b233cd9f9~mv2.png","Instagram","9","Absolute","//body/webruntime-app/lwr-router-container/webruntime-inner-app/dxp_data_provider-user-data-provider/dxp_data_provider-data-proxy/dxp_data_provider-decision-data-provider/dxp_data_provider-data-proxy/community_byo-scoped-header-and-footer/header/div/c-custom-navigation/header/div/div/nav/a[5]/img","Navigation","HTML","","",""
"Image","https://donate.lifeusa.org/donorportal/?donate=true","https://static.wixstatic.com/media/11062b_603340b7bcb14e7785c7b65b233cd9f9~mv2.png","Instagram","9","Absolute","//body/webruntime-app/lwr-router-container/webruntime-inner-app/dxp_data_provider-user-data-provider/dxp_data_provider-data-proxy/dxp_data_provider-decision-data-provider/dxp_data_provider-data-proxy/community_byo-scoped-header-and-footer/header/div/c-custom-navigation/header/div/div/nav/a[5]/img","Navigation","HTML","","",""
"Image","https://donate.lifeusa.org/donorportal/project-designations?Program=11WVy000001QlE7MAK","https://static.wixstatic.com/media/11062b_603340b7bcb14e7785c7b65b233cd9f9~mv2.png","Instagram","9","Absolute","//body/webruntime-app/lwr-router-container/webruntime-inner-app/dxp_data_provider-user-data-provider/dxp_data_provider-data-proxy/dxp_data_provider-decision-data-provider/dxp_data_provider-data-proxy/community_byo-scoped-header-and-footer/header/div/c-custom-navigation/header/div/div/nav/a[5]/img","Navigation","HTML","","",""
"Image","https://donate.lifeusa.org/donorportal/project-designations?Program=11WVy000001QlE9MAK","https://static.wixstatic.com/media/11062b_603340b7bcb14e7785c7b65b233cd9f9~mv2.png","Instagram","9","Absolute","//body/webruntime-app/lwr-router-container/webruntime-inner-app/dxp_data_provider-user-data-provider/dxp_data_provider-data-proxy/dxp_data_provider-decision-data-provider/dxp_data_provider-data-proxy/community_byo-scoped-header-and-footer/header/div/c-custom-navigation/header/div/div/nav/a[5]/img","Navigation","HTML","","",""
"Image","https://donate.lifeusa.org/donorportal/SelfRegister","https://static.wixstatic.com/media/11062b_603340b7bcb14e7785c7b65b233cd9f9~mv2.png","Instagram","9","Absolute","//body/webruntime-app/lwr-router-container/webruntime-inner-app/dxp_data_provider-user-data-provider/dxp_data_provider-data-proxy/dxp_data_provider-decision-data-provider/dxp_data_provider-data-proxy/community_byo-scoped-header-and-footer/header/div/c-custom-navigation/header/div/div/nav/a[5]/img","Navigation","HTML","","",""
"Image","https://donate.lifeusa.org/donorportal/project-designations?Program=11WVy000001QlE8MAK","https://static.wixstatic.com/media/11062b_603340b7bcb14e7785c7b65b233cd9f9~mv2.png","Instagram","9","Absolute","//body/webruntime-app/lwr-router-container/webruntime-inner-app/dxp_data_provider-user-data-provider/dxp_data_provider-data-proxy/dxp_data_provider-decision-data-provider/dxp_data_provider-data-proxy/community_byo-scoped-header-and-footer/header/div/c-custom-navigation/header/div/div/nav/a[5]/img","Navigation","HTML","","",""
"Image","https://donate.lifeusa.org/donorportal/emergency-relief?EmergencyReliefProgram=11WVy000001QlE2MAK","https://static.wixstatic.com/media/11062b_603340b7bcb14e7785c7b65b233cd9f9~mv2.png","Instagram","9","Absolute","//body/webruntime-app/lwr-router-container/webruntime-inner-app/dxp_data_provider-user-data-provider/dxp_data_provider-data-proxy/dxp_data_provider-decision-data-provider/dxp_data_provider-data-proxy/community_byo-scoped-header-and-footer/header/div/c-custom-navigation/header/div/div/nav/a[5]/img","Navigation","HTML","","",""
"Image","https://donate.lifeusa.org/donorportal/project-designations?Program=11WVy000001QlE4MAK","https://static.wixstatic.com/media/11062b_603340b7bcb14e7785c7b65b233cd9f9~mv2.png","Instagram","9","Absolute","//body/webruntime-app/lwr-router-container/webruntime-inner-app/dxp_data_provider-user-data-provider/dxp_data_provider-data-proxy/dxp_data_provider-decision-data-provider/dxp_data_provider-data-proxy/community_byo-scoped-header-and-footer/header/div/c-custom-navigation/header/div/div/nav/a[5]/img","Navigation","HTML","","",""
"Image","https://donate.lifeusa.org/donorportal/project-designations?Program=11WVy000001QlE5MAK","https://static.wixstatic.com/media/11062b_603340b7bcb14e7785c7b65b233cd9f9~mv2.png","Instagram","9","Absolute","//body/webruntime-app/lwr-router-container/webruntime-inner-app/dxp_data_provider-user-data-provider/dxp_data_provider-data-proxy/dxp_data_provider-decision-data-provider/dxp_data_provider-data-proxy/community_byo-scoped-header-and-footer/header/div/c-custom-navigation/header/div/div/nav/a[5]/img","Navigation","HTML","","",""
"Image","https://donate.lifeusa.org/donorportal/campaign?UTM_SourceCode=LebanonEmergencyRelief26&CampaignID=701Vy00001Nj9MLIAZ","https://static.wixstatic.com/media/11062b_603340b7bcb14e7785c7b65b233cd9f9~mv2.png","Instagram","9","Absolute","//body/webruntime-app/lwr-router-container/webruntime-inner-app/dxp_data_provider-user-data-provider/dxp_data_provider-data-proxy/dxp_data_provider-decision-data-provider/dxp_data_provider-data-proxy/community_byo-scoped-header-and-footer/header/div/c-custom-navigation/header/div/div/nav/a[5]/img","Navigation","HTML","","",""
"Image","https://donate.lifeusa.org/donorportal/cart","https://static.wixstatic.com/media/11062b_603340b7bcb14e7785c7b65b233cd9f9~mv2.png","Instagram","9","Absolute","//body/webruntime-app/lwr-router-container/webruntime-inner-app/dxp_data_provider-user-data-provider/dxp_data_provider-data-proxy/dxp_data_provider-decision-data-provider/dxp_data_provider-data-proxy/community_byo-scoped-header-and-footer/header/div/c-custom-navigation/header/div/div/nav/a[5]/img","Navigation","HTML","","",""
"Image","https://donate.lifeusa.org/donorportal/seasonal-designations","https://static.wixstatic.com/media/11062b_603340b7bcb14e7785c7b65b233cd9f9~mv2.png","Instagram","9","Absolute","//body/webruntime-app/lwr-router-container/webruntime-inner-app/dxp_data_provider-user-data-provider/dxp_data_provider-data-proxy/dxp_data_provider-decision-data-provider/dxp_data_provider-data-proxy/community_byo-scoped-header-and-footer/header/div/c-custom-navigation/header/div/div/nav/a[5]/img","Navigation","HTML","","",""
"Image","https://donate.lifeusa.org/donorportal/campaign?UTM_SourceCode=UkraineEmergencyRelief&CampaignID=701Vy00001QJyCHIA1","https://static.wixstatic.com/media/11062b_603340b7bcb14e7785c7b65b233cd9f9~mv2.png","Instagram","9","Absolute","//body/webruntime-app/lwr-router-container/webruntime-inner-app/dxp_data_provider-user-data-provider/dxp_data_provider-data-proxy/dxp_data_provider-decision-data-provider/dxp_data_provider-data-proxy/community_byo-scoped-header-and-footer/header/div/c-custom-navigation/header/div/div/nav/a[5]/img","Navigation","HTML","","",""
"Image","https://donate.lifeusa.org/donorportal/login","https://static.wixstatic.com/media/11062b_7edd292d29b34c309100535a26dc5033~mv2.png","TikTok","6","Absolute","//body/webruntime-app/lwr-router-container/webruntime-inner-app/dxp_data_provider-user-data-provider/dxp_data_provider-data-proxy/dxp_data_provider-decision-data-provider/dxp_data_provider-data-proxy/community_byo-scoped-header-and-footer/header/div/c-custom-navigation/header/div/div/nav/a[2]/img","Navigation","HTML","","",""
"Image","https://donate.lifeusa.org/donorportal/gaza-relief","https://static.wixstatic.com/media/11062b_7edd292d29b34c309100535a26dc5033~mv2.png","TikTok","6","Absolute","//body/webruntime-app/lwr-router-container/webruntime-inner-app/dxp_data_provider-user-data-provider/dxp_data_provider-data-proxy/dxp_data_provider-decision-data-provider/dxp_data_provider-data-proxy/community_byo-scoped-header-and-footer/header/div/c-custom-navigation/header/div/div/nav/a[2]/img","Navigation","HTML","","",""
"Image","https://donate.lifeusa.org/donorportal/udhiyah","https://static.wixstatic.com/media/11062b_7edd292d29b34c309100535a26dc5033~mv2.png","TikTok","6","Absolute","//body/webruntime-app/lwr-router-container/webruntime-inner-app/dxp_data_provider-user-data-provider/dxp_data_provider-data-proxy/dxp_data_provider-decision-data-provider/dxp_data_provider-data-proxy/community_byo-scoped-header-and-footer/header/div/c-custom-navigation/header/div/div/nav/a[2]/img","Navigation","HTML","","",""
"Image","https://donate.lifeusa.org/donorportal/?donate=true","https://static.wixstatic.com/media/11062b_7edd292d29b34c309100535a26dc5033~mv2.png","TikTok","6","Absolute","//body/webruntime-app/lwr-router-container/webruntime-inner-app/dxp_data_provider-user-data-provider/dxp_data_provider-data-proxy/dxp_data_provider-decision-data-provider/dxp_data_provider-data-proxy/community_byo-scoped-header-and-footer/header/div/c-custom-navigation/header/div/div/nav/a[2]/img","Navigation","HTML","","",""
"Image","https://donate.lifeusa.org/donorportal/project-designations?Program=11WVy000001QlE7MAK","https://static.wixstatic.com/media/11062b_7edd292d29b34c309100535a26dc5033~mv2.png","TikTok","6","Absolute","//body/webruntime-app/lwr-router-container/webruntime-inner-app/dxp_data_provider-user-data-provider/dxp_data_provider-data-proxy/dxp_data_provider-decision-data-provider/dxp_data_provider-data-proxy/community_byo-scoped-header-and-footer/header/div/c-custom-navigation/header/div/div/nav/a[2]/img","Navigation","HTML","","",""
"Image","https://donate.lifeusa.org/donorportal/project-designations?Program=11WVy000001QlE9MAK","https://static.wixstatic.com/media/11062b_7edd292d29b34c309100535a26dc5033~mv2.png","TikTok","6","Absolute","//body/webruntime-app/lwr-router-container/webruntime-inner-app/dxp_data_provider-user-data-provider/dxp_data_provider-data-proxy/dxp_data_provider-decision-data-provider/dxp_data_provider-data-proxy/community_byo-scoped-header-and-footer/header/div/c-custom-navigation/header/div/div/nav/a[2]/img","Navigation","HTML","","",""
"Image","https://donate.lifeusa.org/donorportal/SelfRegister","https://static.wixstatic.com/media/11062b_7edd292d29b34c309100535a26dc5033~mv2.png","TikTok","6","Absolute","//body/webruntime-app/lwr-router-container/webruntime-inner-app/dxp_data_provider-user-data-provider/dxp_data_provider-data-proxy/dxp_data_provider-decision-data-provider/dxp_data_provider-data-proxy/community_byo-scoped-header-and-footer/header/div/c-custom-navigation/header/div/div/nav/a[2]/img","Navigation","HTML","","",""
"Image","https://donate.lifeusa.org/donorportal/project-designations?Program=11WVy000001QlE8MAK","https://static.wixstatic.com/media/11062b_7edd292d29b34c309100535a26dc5033~mv2.png","TikTok","6","Absolute","//body/webruntime-app/lwr-router-container/webruntime-inner-app/dxp_data_provider-user-data-provider/dxp_data_provider-data-proxy/dxp_data_provider-decision-data-provider/dxp_data_provider-data-proxy/community_byo-scoped-header-and-footer/header/div/c-custom-navigation/header/div/div/nav/a[2]/img","Navigation","HTML","","",""
"Image","https://donate.lifeusa.org/donorportal/emergency-relief?EmergencyReliefProgram=11WVy000001QlE2MAK","https://static.wixstatic.com/media/11062b_7edd292d29b34c309100535a26dc5033~mv2.png","TikTok","6","Absolute","//body/webruntime-app/lwr-router-container/webruntime-inner-app/dxp_data_provider-user-data-provider/dxp_data_provider-data-proxy/dxp_data_provider-decision-data-provider/dxp_data_provider-data-proxy/community_byo-scoped-header-and-footer/header/div/c-custom-navigation/header/div/div/nav/a[2]/img","Navigation","HTML","","",""
"Image","https://donate.lifeusa.org/donorportal/project-designations?Program=11WVy000001QlE4MAK","https://static.wixstatic.com/media/11062b_7edd292d29b34c309100535a26dc5033~mv2.png","TikTok","6","Absolute","//body/webruntime-app/lwr-router-container/webruntime-inner-app/dxp_data_provider-user-data-provider/dxp_data_provider-data-proxy/dxp_data_provider-decision-data-provider/dxp_data_provider-data-proxy/community_byo-scoped-header-and-footer/header/div/c-custom-navigation/header/div/div/nav/a[2]/img","Navigation","HTML","","",""
"Image","https://donate.lifeusa.org/donorportal/project-designations?Program=11WVy000001QlE5MAK","https://static.wixstatic.com/media/11062b_7edd292d29b34c309100535a26dc5033~mv2.png","TikTok","6","Absolute","//body/webruntime-app/lwr-router-container/webruntime-inner-app/dxp_data_provider-user-data-provider/dxp_data_provider-data-proxy/dxp_data_provider-decision-data-provider/dxp_data_provider-data-proxy/community_byo-scoped-header-and-footer/header/div/c-custom-navigation/header/div/div/nav/a[2]/img","Navigation","HTML","","",""
"Image","https://donate.lifeusa.org/donorportal/campaign?UTM_SourceCode=LebanonEmergencyRelief26&CampaignID=701Vy00001Nj9MLIAZ","https://static.wixstatic.com/media/11062b_7edd292d29b34c309100535a26dc5033~mv2.png","TikTok","6","Absolute","//body/webruntime-app/lwr-router-container/webruntime-inner-app/dxp_data_provider-user-data-provider/dxp_data_provider-data-proxy/dxp_data_provider-decision-data-provider/dxp_data_provider-data-proxy/community_byo-scoped-header-and-footer/header/div/c-custom-navigation/header/div/div/nav/a[2]/img","Navigation","HTML","","",""
"Image","https://donate.lifeusa.org/donorportal/cart","https://static.wixstatic.com/media/11062b_7edd292d29b34c309100535a26dc5033~mv2.png","TikTok","6","Absolute","//body/webruntime-app/lwr-router-container/webruntime-inner-app/dxp_data_provider-user-data-provider/dxp_data_provider-data-proxy/dxp_data_provider-decision-data-provider/dxp_data_provider-data-proxy/community_byo-scoped-header-and-footer/header/div/c-custom-navigation/header/div/div/nav/a[2]/img","Navigation","HTML","","",""
"Image","https://donate.lifeusa.org/donorportal/seasonal-designations","https://static.wixstatic.com/media/11062b_7edd292d29b34c309100535a26dc5033~mv2.png","TikTok","6","Absolute","//body/webruntime-app/lwr-router-container/webruntime-inner-app/dxp_data_provider-user-data-provider/dxp_data_provider-data-proxy/dxp_data_provider-decision-data-provider/dxp_data_provider-data-proxy/community_byo-scoped-header-and-footer/header/div/c-custom-navigation/header/div/div/nav/a[2]/img","Navigation","HTML","","",""
"Image","https://donate.lifeusa.org/donorportal/campaign?UTM_SourceCode=UkraineEmergencyRelief&CampaignID=701Vy00001QJyCHIA1","https://static.wixstatic.com/media/11062b_7edd292d29b34c309100535a26dc5033~mv2.png","TikTok","6","Absolute","//body/webruntime-app/lwr-router-container/webruntime-inner-app/dxp_data_provider-user-data-provider/dxp_data_provider-data-proxy/dxp_data_provider-decision-data-provider/dxp_data_provider-data-proxy/community_byo-scoped-header-and-footer/header/div/c-custom-navigation/header/div/div/nav/a[2]/img","Navigation","HTML","","",""
"Image","https://www.lifeusa.org/financial-reports","https://static.wixstatic.com/media/6df904_ecd99f0493e84cba9df7d5e1b3ef5890~mv2.jpg/v1/fill/w_753,h_978,al_c,q_85,enc_avif,quality_auto/6df904_ecd99f0493e84cba9df7d5e1b3ef5890~mv2.jpg","2021 Audited Financial Report","29","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section[@id='comp-lwf474su1']/div[2]/div/div/div[1]/div[8]/a/gallery-image-sizer/div/div/wow-image/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/financial-reports","https://static.wixstatic.com/media/6df904_1aff97915c1d41d9a59cfc864060ae96~mv2.jpg/v1/fill/w_751,h_977,al_c,q_85,enc_avif,quality_auto/6df904_1aff97915c1d41d9a59cfc864060ae96~mv2.jpg","2021 - 990 Form","15","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section[@id='comp-lwf474su1']/div[2]/div/div/div[1]/div[7]/a/gallery-image-sizer/div/div/wow-image/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/financial-reports","https://static.wixstatic.com/media/6df904_2f1368ba55c64e08935045002bb4c870~mv2.png/v1/fill/w_582,h_753,al_c,q_90,enc_avif,quality_auto/6df904_2f1368ba55c64e08935045002bb4c870~mv2.png","2020 - 990 Form","15","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section[@id='comp-lwf474su1']/div[2]/div/div/div[1]/div[9]/a/gallery-image-sizer/div/div/wow-image/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/financial-reports","https://static.wixstatic.com/media/6df904_2095ffed2be54e83b8baff2ecfd18ac3~mv2.png/v1/fill/w_980,h_1268,al_c,q_90,usm_0.66_1.00_0.01,enc_avif,quality_auto/6df904_2095ffed2be54e83b8baff2ecfd18ac3~mv2.png","2023 - 990 Form","15","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section[@id='comp-lwf474su1']/div[2]/div/div/div[1]/div[3]/a/gallery-image-sizer/div/div/wow-image/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/financial-reports","https://static.wixstatic.com/media/6df904_56e6e3085da8411db9c290d0b8e11f40~mv2.png/v1/fill/w_456,h_591,al_c,q_85,enc_avif,quality_auto/6df904_56e6e3085da8411db9c290d0b8e11f40~mv2.png","2022 Audited Financial Report","29","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section[@id='comp-lwf474su1']/div[2]/div/div/div[1]/div[6]/a/gallery-image-sizer/div/div/wow-image/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/financial-reports","https://static.wixstatic.com/media/6df904_a8b18165aa47411296d0356a66db79aa~mv2.png/v1/fill/w_980,h_1265,al_c,q_90,usm_0.66_1.00_0.01,enc_avif,quality_auto/6df904_a8b18165aa47411296d0356a66db79aa~mv2.png","2023 Audited Financial Report","29","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section[@id='comp-lwf474su1']/div[2]/div/div/div[1]/div[4]/a/gallery-image-sizer/div/div/wow-image/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/financial-reports","https://static.wixstatic.com/media/6df904_3abc3f94ed5c410f92df0195b99d3aac~mv2.png/v1/fill/w_980,h_1272,al_c,q_90,usm_0.66_1.00_0.01,enc_avif,quality_auto/6df904_3abc3f94ed5c410f92df0195b99d3aac~mv2.png","2024 - 990 Form","15","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section[@id='comp-lwf474su1']/div[2]/div/div/div[1]/div[1]/a/gallery-image-sizer/div/div/wow-image/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/financial-reports","https://static.wixstatic.com/media/6df904_202b122dd521433fa1f1997fe7dce941~mv2.png/v1/fill/w_459,h_589,al_c,q_85,enc_avif,quality_auto/6df904_202b122dd521433fa1f1997fe7dce941~mv2.png","2022 - 990 Form","15","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section[@id='comp-lwf474su1']/div[2]/div/div/div[1]/div[5]/a/gallery-image-sizer/div/div/wow-image/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/financial-reports","https://static.wixstatic.com/media/6df904_148f8d84335e4c8e99fa6ac10d24ad7e~mv2.png/v1/fill/w_816,h_1056,al_c,q_90,enc_avif,quality_auto/6df904_148f8d84335e4c8e99fa6ac10d24ad7e~mv2.png","2024 Audited Financial Report","29","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section[@id='comp-lwf474su1']/div[2]/div/div/div[1]/div[2]/a/gallery-image-sizer/div/div/wow-image/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/post/the-global-environmental-crisis-water-climate-and-life-s-impact","https://static.wixstatic.com/media/74d008_54b00c8396124ccbbf6558c8c680bff6~mv2.jpg/v1/fill/w_980,h_735,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_54b00c8396124ccbbf6558c8c680bff6~mv2.jpg","The World Keeps Making More Plastic, and the Cost is Human","58","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section/div[2]/div/div/div/div/div/div/div[2]/div[@id='content-wrapper']/div[@class='ZL4A4N']/div[@class='HcBlwg']/div[2]/div/section/section/div/article[@class='qbu2Gh'][1]/div/a/div/wow-image/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/post/the-world-keeps-making-more-plastic-and-the-cost-is-human","https://static.wixstatic.com/media/74d008_54b00c8396124ccbbf6558c8c680bff6~mv2.jpg/v1/fill/w_980,h_735,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_54b00c8396124ccbbf6558c8c680bff6~mv2.jpg","","0","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section/div[2]/div/div/div/div/div/div/div[2]/div[@id='content-wrapper']/div[@class='ZL4A4N']/div[@class='HcBlwg']/div[1]/div/div/article/div/section/div/div/div/div/div/div[@class='BjAB3']/div[3]/div/div/figure/div/div/wow-image/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/post/children-in-crisis-the-psychological-toll-of-violence","https://static.wixstatic.com/media/74d008_54b00c8396124ccbbf6558c8c680bff6~mv2.jpg/v1/fill/w_980,h_735,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_54b00c8396124ccbbf6558c8c680bff6~mv2.jpg","The World Keeps Making More Plastic, and the Cost is Human","58","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section/div[2]/div/div/div/div/div/div/div[2]/div[@id='content-wrapper']/div[@class='ZL4A4N']/div[@class='HcBlwg']/div[2]/div/section/section/div/article[@class='qbu2Gh'][2]/div/a/div/wow-image/img","Content","HTML","","",""
